sample	assembly	stage	descriptive_name
DRR032908	UCB_Xtro_10.0	st2	EXPANDE_st2_rep1
DRR032909	UCB_Xtro_10.0	st2	EXPANDE_st2_rep2
DRR032918	UCB_Xtro_10.0	st5	EXPANDE_st5_rep1
DRR032919	UCB_Xtro_10.0	st5	EXPANDE_st5_rep2
DRR032924	UCB_Xtro_10.0	st9	EXPANDE_st9_rep1
DRR032925	UCB_Xtro_10.0	st9	EXPANDE_st9_rep2
DRR032892	UCB_Xtro_10.0	st11	EXPANDE_st11_rep1
DRR032893	UCB_Xtro_10.0	st11	EXPANDE_st11_rep2
DRR032894	UCB_Xtro_10.0	st13	EXPANDE_st13_rep1
DRR032895	UCB_Xtro_10.0	st13	EXPANDE_st13_rep2
DRR032896	UCB_Xtro_10.0	st17	EXPANDE_st17_rep1
DRR032897	UCB_Xtro_10.0	st17	EXPANDE_st17_rep2
DRR032898	UCB_Xtro_10.0	st19	EXPANDE_st19_rep1
DRR032899	UCB_Xtro_10.0	st19	EXPANDE_st19_rep2
DRR032900	UCB_Xtro_10.0	st21	EXPANDE_st21_rep1
DRR032901	UCB_Xtro_10.0	st21	EXPANDE_st21_rep2
DRR032902	UCB_Xtro_10.0	st23	EXPANDE_st23_rep1
DRR032903	UCB_Xtro_10.0	st23	EXPANDE_st23_rep2
DRR032904	UCB_Xtro_10.0	st26	EXPANDE_st26_rep1
DRR032905	UCB_Xtro_10.0	st26	EXPANDE_st26_rep2
DRR032906	UCB_Xtro_10.0	st28	EXPANDE_st28_rep1
DRR032907	UCB_Xtro_10.0	st28	EXPANDE_st28_rep2
DRR032910	UCB_Xtro_10.0	st31	EXPANDE_st31_rep1
DRR032911	UCB_Xtro_10.0	st31	EXPANDE_st31_rep2
DRR032912	UCB_Xtro_10.0	st37.5	EXPANDE_st37.5_rep1
DRR032913	UCB_Xtro_10.0	st37.5	EXPANDE_st37.5_rep2
GSM1606175	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_0_hpf
GSM1606271	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_0_hpf
GSM1606319	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_0_hpf
GSM1606176	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_0.5_hpf
GSM1606273	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_0.5_hpf
GSM1606320	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_0.5_hpf
GSM1606177	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_1_hpf
GSM1606284	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_1_hpf
GSM1606321	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_1_hpf
GSM1606178	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_1.5_hpf
GSM1606295	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_1.5_hpf
GSM1606322	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_1.5_hpf
GSM1606179	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_2_hpf
GSM1606306	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_2_hpf
GSM1606323	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_2_hpf
GSM1606180	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_polyA_2.5_hpf
GSM1606314	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchA_ribozero_2.5_hpf
GSM1606324	UCB_Xtro_10.0	0-2hpf	OWENS_ClutchB_polyA_2.5_hpf
GSM1606181	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_3_hpf
GSM1606315	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_3_hpf
GSM1606325	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_3_hpf
GSM1606182	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_3.5_hpf
GSM1606316	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_3.5_hpf
GSM1606326	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_3.5_hpf
GSM1606183	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_4_hpf
GSM1606317	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_4_hpf
GSM1606327	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_4_hpf
GSM1606184	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_4.5_hpf
GSM1606318	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_4.5_hpf
GSM1606328	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_4.5_hpf
GSM1606185	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_5_hpf
GSM1606272	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_5_hpf
GSM1606329	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_5_hpf
GSM1606186	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_polyA_5.5_hpf
GSM1606274	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchA_ribozero_5.5_hpf
GSM1606330	UCB_Xtro_10.0	3-5hpf	OWENS_ClutchB_polyA_5.5_hpf
GSM1606187	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_6_hpf
GSM1606275	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_6_hpf
GSM1606331	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_6_hpf
GSM1606188	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_6.5_hpf
GSM1606276	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_6.5_hpf
GSM1606332	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_6.5_hpf
GSM1606189	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_7_hpf
GSM1606277	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_7_hpf
GSM1606333	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_7_hpf
GSM1606190	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_7.5_hpf
GSM1606278	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_7.5_hpf
GSM1606334	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_7.5_hpf
GSM1606191	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_8_hpf
GSM1606279	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_8_hpf
GSM1606335	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_8_hpf
GSM1606192	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_polyA_8.5_hpf
GSM1606280	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchA_ribozero_8.5_hpf
GSM1606336	UCB_Xtro_10.0	6-8hpf	OWENS_ClutchB_polyA_8.5_hpf
GSM1606193	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_9_hpf
GSM1606281	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_9_hpf
GSM1606337	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_9_hpf
GSM1606194	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_9.5_hpf
GSM1606282	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_9.5_hpf
GSM1606338	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_9.5_hpf
GSM1606195	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_10_hpf
GSM1606283	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_10_hpf
GSM1606339	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_10_hpf
GSM1606196	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_10.5_hpf
GSM1606285	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_10.5_hpf
GSM1606340	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_10.5_hpf
GSM1606197	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_11_hpf
GSM1606286	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_11_hpf
GSM1606341	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_11_hpf
GSM1606198	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_11.5_hpf
GSM1606265	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_polyA_11.5_hpf_repeat
GSM1606287	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchA_ribozero_11.5_hpf
GSM1606342	UCB_Xtro_10.0	9-11hpf	OWENS_ClutchB_polyA_11.5_hpf
GSM1606199	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_12_hpf
GSM1606288	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_12_hpf
GSM1606343	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_12_hpf
GSM1606200	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_12.5_hpf
GSM1606289	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_12.5_hpf
GSM1606344	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_12.5_hpf
GSM1606201	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_13_hpf
GSM1606290	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_13_hpf
GSM1606345	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_13_hpf
GSM1606202	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_13.5_hpf
GSM1606291	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_13.5_hpf
GSM1606346	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_13.5_hpf
GSM1606203	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_14_hpf
GSM1606292	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_14_hpf
GSM1606347	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_14_hpf
GSM1606204	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_polyA_14.5_hpf
GSM1606293	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchA_ribozero_14.5_hpf
GSM1606348	UCB_Xtro_10.0	12-14hpf	OWENS_ClutchB_polyA_14.5_hpf
GSM1606205	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_15_hpf
GSM1606294	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_15_hpf
GSM1606349	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_15_hpf
GSM1606206	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_15.5_hpf
GSM1606296	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_15.5_hpf
GSM1606350	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_15.5_hpf
GSM1606207	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_16_hpf
GSM1606297	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_16_hpf
GSM1606351	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_16_hpf
GSM1606208	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_16.5_hpf
GSM1606298	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_16.5_hpf
GSM1606352	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_16.5_hpf
GSM1606209	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_17_hpf
GSM1606299	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_17_hpf
GSM1606353	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_17_hpf
GSM1606210	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_polyA_17.5_hpf
GSM1606300	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchA_ribozero_17.5_hpf
GSM1606354	UCB_Xtro_10.0	15-17hpf	OWENS_ClutchB_polyA_17.5_hpf
GSM1606211	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_18_hpf
GSM1606301	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_18_hpf
GSM1606355	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_18_hpf
GSM1606212	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_18.5_hpf
GSM1606302	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_18.5_hpf
GSM1606356	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_18.5_hpf
GSM1606213	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_19_hpf
GSM1606303	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_19_hpf
GSM1606357	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_19_hpf
GSM1606214	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_19.5_hpf
GSM1606304	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_19.5_hpf
GSM1606358	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_19.5_hpf
GSM1606215	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_20_hpf
GSM1606305	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_20_hpf
GSM1606359	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_20_hpf
GSM1606216	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_polyA_20.5_hpf
GSM1606307	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchA_ribozero_20.5_hpf
GSM1606360	UCB_Xtro_10.0	18-20hpf	OWENS_ClutchB_polyA_20.5_hpf
GSM1606217	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_21_hpf
GSM1606308	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_21_hpf
GSM1606361	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_21_hpf
GSM1606218	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_21.5_hpf
GSM1606266	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_21.5_hpf_repeat
GSM1606309	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_21.5_hpf
GSM1606362	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_21.5_hpf
GSM1606219	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_22_hpf
GSM1606310	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_22_hpf
GSM1606363	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_22_hpf
GSM1606220	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_22.5_hpf
GSM1606311	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_22.5_hpf
GSM1606364	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_22.5_hpf
GSM1606221	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_23_hpf
GSM1606312	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_23_hpf
GSM1606365	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_23_hpf
GSM1606222	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_polyA_23.5_hpf
GSM1606313	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchA_ribozero_23.5_hpf
GSM1606366	UCB_Xtro_10.0	21-23hpf	OWENS_ClutchB_polyA_23.5_hpf
GSM1606223	UCB_Xtro_10.0	24-26hpf	OWENS_ClutchA_polyA_24_hpf
GSM1606367	UCB_Xtro_10.0	24-26hpf	OWENS_ClutchB_polyA_24_hpf
GSM1606224	UCB_Xtro_10.0	24-26hpf	OWENS_ClutchA_polyA_25_hpf
GSM1606225	UCB_Xtro_10.0	24-26hpf	OWENS_ClutchA_polyA_26_hpf
GSM1606226	UCB_Xtro_10.0	27-29hpf	OWENS_ClutchA_polyA_27_hpf
GSM1606227	UCB_Xtro_10.0	27-29hpf	OWENS_ClutchA_polyA_28_hpf
GSM1606228	UCB_Xtro_10.0	27-29hpf	OWENS_ClutchA_polyA_29_hpf
GSM1606229	UCB_Xtro_10.0	30-32hpf	OWENS_ClutchA_polyA_30_hpf
GSM1606267	UCB_Xtro_10.0	30-32hpf	OWENS_ClutchA_polyA_30_hpf_repeat
GSM1606230	UCB_Xtro_10.0	30-32hpf	OWENS_ClutchA_polyA_31_hpf
GSM1606231	UCB_Xtro_10.0	30-32hpf	OWENS_ClutchA_polyA_32_hpf
GSM1606232	UCB_Xtro_10.0	33-35hpf	OWENS_ClutchA_polyA_33_hpf
GSM1606268	UCB_Xtro_10.0	33-35hpf	OWENS_ClutchA_polyA_33_hpf_repeat
GSM1606233	UCB_Xtro_10.0	33-35hpf	OWENS_ClutchA_polyA_34_hpf
GSM1606234	UCB_Xtro_10.0	33-35hpf	OWENS_ClutchA_polyA_35_hpf
GSM1606235	UCB_Xtro_10.0	36-38hpf	OWENS_ClutchA_polyA_36_hpf
GSM1606236	UCB_Xtro_10.0	36-38hpf	OWENS_ClutchA_polyA_37_hpf
GSM1606237	UCB_Xtro_10.0	36-38hpf	OWENS_ClutchA_polyA_38_hpf
GSM1606238	UCB_Xtro_10.0	39-41hpf	OWENS_ClutchA_polyA_39_hpf
GSM1606239	UCB_Xtro_10.0	39-41hpf	OWENS_ClutchA_polyA_40_hpf
GSM1606240	UCB_Xtro_10.0	39-41hpf	OWENS_ClutchA_polyA_41_hpf
GSM1606241	UCB_Xtro_10.0	42-44hpf	OWENS_ClutchA_polyA_42_hpf
GSM1606242	UCB_Xtro_10.0	42-44hpf	OWENS_ClutchA_polyA_44_hpf
GSM1606243	UCB_Xtro_10.0	45-47hpf	OWENS_ClutchA_polyA_45_hpf
GSM1606244	UCB_Xtro_10.0	45-47hpf	OWENS_ClutchA_polyA_46_hpf
GSM1606245	UCB_Xtro_10.0	45-47hpf	OWENS_ClutchA_polyA_47_hpf
GSM1606246	UCB_Xtro_10.0	48-50hpf	OWENS_ClutchA_polyA_48_hpf
GSM1606247	UCB_Xtro_10.0	48-50hpf	OWENS_ClutchA_polyA_49_hpf
GSM1606248	UCB_Xtro_10.0	48-50hpf	OWENS_ClutchA_polyA_50_hpf
GSM1606249	UCB_Xtro_10.0	51-53hpf	OWENS_ClutchA_polyA_51_hpf
GSM1606250	UCB_Xtro_10.0	51-53hpf	OWENS_ClutchA_polyA_52_hpf
GSM1606269	UCB_Xtro_10.0	51-53hpf	OWENS_ClutchA_polyA_52_hpf_repeat
GSM1606251	UCB_Xtro_10.0	51-53hpf	OWENS_ClutchA_polyA_53_hpf
GSM1606252	UCB_Xtro_10.0	54-56hpf	OWENS_ClutchA_polyA_54_hpf
GSM1606253	UCB_Xtro_10.0	54-56hpf	OWENS_ClutchA_polyA_55_hpf
GSM1606254	UCB_Xtro_10.0	54-56hpf	OWENS_ClutchA_polyA_56_hpf
GSM1606255	UCB_Xtro_10.0	57-59hpf	OWENS_ClutchA_polyA_57_hpf
GSM1606256	UCB_Xtro_10.0	57-59hpf	OWENS_ClutchA_polyA_58_hpf
GSM1606257	UCB_Xtro_10.0	57-59hpf	OWENS_ClutchA_polyA_59_hpf
GSM1606258	UCB_Xtro_10.0	60-62hpf	OWENS_ClutchA_polyA_60_hpf
GSM1606259	UCB_Xtro_10.0	60-62hpf	OWENS_ClutchA_polyA_61_hpf
GSM1606260	UCB_Xtro_10.0	60-62hpf	OWENS_ClutchA_polyA_62_hpf
GSM1606261	UCB_Xtro_10.0	63-66hpf	OWENS_ClutchA_polyA_63_hpf
GSM1606262	UCB_Xtro_10.0	63-66hpf	OWENS_ClutchA_polyA_64_hpf
GSM1606270	UCB_Xtro_10.0	63-66hpf	OWENS_ClutchA_polyA_64_hpf_repeat
GSM1606263	UCB_Xtro_10.0	63-66hpf	OWENS_ClutchA_polyA_65_hpf
GSM1606264	UCB_Xtro_10.0	63-66hpf	OWENS_ClutchA_polyA_66_hpf
SRR800037	GRCz11	Eggs	MARLETAZ_Eggs_rep1
SRR800038	GRCz11	Eggs	MARLETAZ_Eggs_rep2
SRR748489	GRCz11	Eggs	MARLETAZ_Eggs_rep3
SRR1524247	GRCz11	Eggs	MARLETAZ_Eggs_rep4
SRR372787	GRCz11	2-4cells	MARLETAZ_2-4cells_rep1
SRR372788	GRCz11	2-4cells	MARLETAZ_2-4cells_rep2
GSM2837572	GRCz11	2hpf	MARLETAZ_2hpf_rep1
SRR372789	GRCz11	1Kcells	MARLETAZ_1Kcells_rep1
SRR372790	GRCz11	1Kcells	MARLETAZ_1Kcells_rep2
SRR372791	GRCz11	Dome	MARLETAZ_Dome_rep1
SRR372792	GRCz11	Dome	MARLETAZ_Dome_rep2
SRR372793	GRCz11	Shield	MARLETAZ_Shield_rep1
SRR372794	GRCz11	Shield	MARLETAZ_Shield_rep2
SRR372795	GRCz11	Shield	MARLETAZ_Shield_rep3
GSM2837578	GRCz11	8hpf	MARLETAZ_8hpf_rep1
SRR372796	GRCz11	Bud	MARLETAZ_Bud_rep1
SRR372797	GRCz11	Bud	MARLETAZ_Bud_rep2
GSM2837568	GRCz11	12hpf	MARLETAZ_12hpf_rep1
GSM2837569	GRCz11	16hpf	MARLETAZ_16hpf_rep1
GSM2837570	GRCz11	20hpf	MARLETAZ_20hpf_rep1
GSM2837571	GRCz11	26hpf	MARLETAZ_26hpf_rep1
SRR372798	GRCz11	28hpf	MARLETAZ_28hpf_rep1
SRR372799	GRCz11	28hpf	MARLETAZ_28hpf_rep2
SRR372800	GRCz11	48hpf	MARLETAZ_48hpf_rep1
SRR372801	GRCz11	48hpf	MARLETAZ_48hpf_rep2
SRR519720	GRCz11	48hpf	MARLETAZ_48hpf_rep3
SRR519721	GRCz11	48hpf	MARLETAZ_48hpf_rep4
SRR2013982	GRCz11	48hpf	MARLETAZ_48hpf_rep5
SRR2013983	GRCz11	48hpf	MARLETAZ_48hpf_rep6
SRR2013984	GRCz11	48hpf	MARLETAZ_48hpf_rep7
ERR022487	GRCz11	48hpf	MARLETAZ_48hpf_rep8
ERR003998	GRCz11	48hpf	MARLETAZ_48hpf_rep9
SRR1524246	GRCz11	48hpf	MARLETAZ_48hpf_rep10
GSM2837575	GRCz11	48hpf	MARLETAZ_48hpf_rep11
GSM2837577	GRCz11	72hpf	MARLETAZ_72hpf_rep1
SRR372802	GRCz11	120hpf	MARLETAZ_120hpf_rep1
SRR372803	GRCz11	120hpf	MARLETAZ_120hpf_rep2
ERR022482	GRCz11	120hpf	MARLETAZ_120hpf_rep3
ERR022483	GRCz11	120hpf	MARLETAZ_120hpf_rep4
SRR1291414	GRCz11	120hpf	MARLETAZ_120hpf_rep5
SRR1291415	GRCz11	120hpf	MARLETAZ_120hpf_rep6
SRR1291416	GRCz11	120hpf	MARLETAZ_120hpf_rep7
SRR630464	GRCz11	120hpf	MARLETAZ_120hpf_rep8
SRR630466	GRCz11	120hpf	MARLETAZ_120hpf_rep9
SRR630468	GRCz11	120hpf	MARLETAZ_120hpf_rep10
SRR630470	GRCz11	120hpf	MARLETAZ_120hpf_rep11
SRR519736	GRCz11	7dpf	MARLETAZ_7dpf_rep1
SRR519733	GRCz11	7dpf	MARLETAZ_7dpf_rep2
SRR519734	GRCz11	7dpf	MARLETAZ_7dpf_rep3
ERR1397009	GRCz11	1-cell	WHITE_1-cell_rep1
ERR1397010	GRCz11	1-cell	WHITE_1-cell_rep2
ERR1397011	GRCz11	1-cell	WHITE_1-cell_rep3
ERR1397012	GRCz11	1-cell	WHITE_1-cell_rep4
ERR1397013	GRCz11	1-cell	WHITE_1-cell_rep5
ERR1397014	GRCz11	1-cell	WHITE_1-cell_rep6
ERR1397015	GRCz11	1-cell	WHITE_1-cell_rep7
ERR1397016	GRCz11	1-cell	WHITE_1-cell_rep8
ERR1397017	GRCz11	1-cell	WHITE_1-cell_rep9
ERR1397018	GRCz11	1-cell	WHITE_1-cell_rep10
ERR1397019	GRCz11	1-cell	WHITE_1-cell_rep11
ERR1410202	GRCz11	2-cell	WHITE_2-cell_rep1
ERR1410203	GRCz11	2-cell	WHITE_2-cell_rep2
ERR1410204	GRCz11	2-cell	WHITE_2-cell_rep3
ERR1410205	GRCz11	2-cell	WHITE_2-cell_rep4
ERR1410206	GRCz11	2-cell	WHITE_2-cell_rep5
ERR1410207	GRCz11	2-cell	WHITE_2-cell_rep6
ERR1410208	GRCz11	2-cell	WHITE_2-cell_rep7
ERR1410209	GRCz11	2-cell	WHITE_2-cell_rep8
ERR1410210	GRCz11	2-cell	WHITE_2-cell_rep9
ERR1410211	GRCz11	2-cell	WHITE_2-cell_rep10
ERR1410212	GRCz11	2-cell	WHITE_2-cell_rep11
ERR1410213	GRCz11	2-cell	WHITE_2-cell_rep12
ERR1396938	GRCz11	128-cell	WHITE_128-cell_rep1
ERR1396939	GRCz11	128-cell	WHITE_128-cell_rep2
ERR1396940	GRCz11	128-cell	WHITE_128-cell_rep3
ERR1396941	GRCz11	128-cell	WHITE_128-cell_rep4
ERR1396942	GRCz11	128-cell	WHITE_128-cell_rep5
ERR1396943	GRCz11	128-cell	WHITE_128-cell_rep6
ERR1396944	GRCz11	128-cell	WHITE_128-cell_rep7
ERR1396945	GRCz11	128-cell	WHITE_128-cell_rep8
ERR1396946	GRCz11	128-cell	WHITE_128-cell_rep9
ERR1396947	GRCz11	128-cell	WHITE_128-cell_rep10
ERR1396948	GRCz11	128-cell	WHITE_128-cell_rep11
ERR1396949	GRCz11	128-cell	WHITE_128-cell_rep12
ERR1431975	GRCz11	1k-cell	WHITE_1k-cell_rep1
ERR1431976	GRCz11	1k-cell	WHITE_1k-cell_rep2
ERR1431977	GRCz11	1k-cell	WHITE_1k-cell_rep3
ERR1431978	GRCz11	1k-cell	WHITE_1k-cell_rep4
ERR1431979	GRCz11	1k-cell	WHITE_1k-cell_rep5
ERR1431980	GRCz11	1k-cell	WHITE_1k-cell_rep6
ERR1431981	GRCz11	1k-cell	WHITE_1k-cell_rep7
ERR1431982	GRCz11	1k-cell	WHITE_1k-cell_rep8
ERR1431983	GRCz11	1k-cell	WHITE_1k-cell_rep9
ERR1431984	GRCz11	1k-cell	WHITE_1k-cell_rep10
ERR1431985	GRCz11	1k-cell	WHITE_1k-cell_rep11
ERR1431986	GRCz11	1k-cell	WHITE_1k-cell_rep12
ERR1410178	GRCz11	Dome	WHITE_Dome_rep1
ERR1410179	GRCz11	Dome	WHITE_Dome_rep2
ERR1410180	GRCz11	Dome	WHITE_Dome_rep3
ERR1410181	GRCz11	Dome	WHITE_Dome_rep4
ERR1410182	GRCz11	Dome	WHITE_Dome_rep5
ERR1410183	GRCz11	Dome	WHITE_Dome_rep6
ERR1410184	GRCz11	Dome	WHITE_Dome_rep7
ERR1410185	GRCz11	Dome	WHITE_Dome_rep8
ERR1410186	GRCz11	Dome	WHITE_Dome_rep9
ERR1410187	GRCz11	Dome	WHITE_Dome_rep10
ERR1410188	GRCz11	Dome	WHITE_Dome_rep11
