sample	assembly	stage	hpf	technical_replicates	descriptive_name
GSM3672579	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_D2
GSM3672580	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_C6
GSM3672581	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_B12
GSM3672582	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_D4
GSM3672583	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_A2
GSM3672584	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_1_D12
GSM3672585	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_E10
GSM3672586	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_H5
GSM3672587	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_F3
GSM3672588	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_F2
GSM3672589	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_H8
GSM3672590	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_H11
GSM3672591	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_G10
GSM3672592	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E1_2_F7
GSM3672593	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_B6
GSM3672594	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_E11
GSM3672595	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_D10
GSM3672596	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_D6
GSM3672597	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_H1
GSM3672598	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_E10
GSM3672599	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_D2
GSM3672600	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_E1
GSM3672601	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_C12
GSM3672602	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E2_H11
GSM3672603	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_C9
GSM3672604	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_F4
GSM3672605	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_A12
GSM3672606	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_C1
GSM3672607	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_A10
GSM3672608	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_D3
GSM3672609	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_G12
GSM3672610	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_C8
GSM3672611	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_A7
GSM3672612	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_A8
GSM3672613	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_B2
GSM3672614	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_F5
GSM3672615	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_H9
GSM3672616	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_G4
GSM3672617	BDGP6.32	2-3_hpf	2-3		embryo2-3h_E3_F11
GSM3672618	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_1_D9
GSM3672619	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_1_B7
GSM3672620	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_1_D10
GSM3672621	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_1_B10
GSM3672622	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_1_C10
GSM3672623	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_2_E2
GSM3672624	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_2_G11
GSM3672625	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_2_E6
GSM3672626	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E1_2_H7
GSM3672627	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_G9
GSM3672628	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_B8
GSM3672629	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_B3
GSM3672630	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_A9
GSM3672631	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_D7
GSM3672632	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_A11
GSM3672633	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_D9
GSM3672634	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_A4
GSM3672635	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_B7
GSM3672636	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_A7
GSM3672637	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_F10
GSM3672638	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_G4
GSM3672639	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_H8
GSM3672640	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_H7
GSM3672641	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_A3
GSM3672642	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E2_E12
GSM3672643	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_D1
GSM3672644	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_D6
GSM3672645	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_G2
GSM3672646	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_B9
GSM3672647	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_G7
GSM3672648	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_A2
GSM3672649	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_D5
GSM3672650	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_H10
GSM3672651	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_E4
GSM3672652	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_B1
GSM3672653	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_G3
GSM3672654	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_D4
GSM3672655	BDGP6.32	5-6_hpf	5-6		embryo5-6h_E3_F12
GSM3672656	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_D5
GSM3672657	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_C3
GSM3672658	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_C8
GSM3672659	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_B8
GSM3672660	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_A12
GSM3672661	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_D7
GSM3672662	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_B9
GSM3672663	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_C11
GSM3672664	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_C4
GSM3672665	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_A3
GSM3672666	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_1_C5
GSM3672667	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_H10
GSM3672668	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_E9
GSM3672669	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_E1
GSM3672670	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_H4
GSM3672671	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_H9
GSM3672672	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_G5
GSM3672673	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_H12
GSM3672674	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_G7
GSM3672675	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E1_2_F8
GSM3672676	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_A10
GSM3672677	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_G5
GSM3672678	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_H12
GSM3672679	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_C10
GSM3672680	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_E7
GSM3672681	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_E4
GSM3672682	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_B2
GSM3672683	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_H9
GSM3672684	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_F2
GSM3672685	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_D4
GSM3672686	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E2_A6
GSM3672687	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E3_B3
GSM3672688	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E3_D7
GSM3672689	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E3_F8
GSM3672690	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E3_H1
GSM3672691	BDGP6.32	8-9_hpf	8-9		embryo8-9h_E3_E12
GSM3672692	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_D1
GSM3672693	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_C9
GSM3672694	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A4
GSM3672695	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A7
GSM3672696	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_D6
GSM3672697	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_B5
GSM3672698	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_C7
GSM3672699	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A5
GSM3672700	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A6
GSM3672701	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A1
GSM3672702	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_1_A11
GSM3672703	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_2_E8
GSM3672704	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_2_E5
GSM3672705	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E1_2_F6
GSM3672706	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_H2
GSM3672707	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_B9
GSM3672708	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_B10
GSM3672709	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_A8
GSM3672710	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_F11
GSM3672711	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_F12
GSM3672712	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_G10
GSM3672713	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E2_B4
GSM3672714	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_B8
GSM3672715	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_A9
GSM3672716	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_F3
GSM3672717	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_A1
GSM3672718	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_C5
GSM3672719	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_F7
GSM3672720	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_B11
GSM3672721	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_H4
GSM3672722	BDGP6.32	11-12_hpf	11-12		embryo11-12h_E3_F1
GSM3672723	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_D8
GSM3672724	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_B11
GSM3672725	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_B1
GSM3672726	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_A8
GSM3672727	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_A9
GSM3672728	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_C12
GSM3672729	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_D11
GSM3672730	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_1_B4
GSM3672731	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_G1
GSM3672732	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_E4
GSM3672733	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_F10
GSM3672734	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_E7
GSM3672735	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_F9
GSM3672736	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_G8
GSM3672737	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E1_2_E12
GSM3672738	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_D1
GSM3672739	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_E9
GSM3672740	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_C6
GSM3672741	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_G8
GSM3672742	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_D8
GSM3672743	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_C3
GSM3672744	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_G6
GSM3672745	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E2_C7
GSM3672746	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_H2
GSM3672747	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_C10
GSM3672748	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_A5
GSM3672749	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_C3
GSM3672750	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_H5
GSM3672751	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_F10
GSM3672752	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_F2
GSM3672753	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_G10
GSM3672754	BDGP6.32	14-15_hpf	14-15		embryo14-15h_E3_B4
GSM3672755	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_1_B6
GSM3672756	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_1_C1
GSM3672757	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_1_C2
GSM3672758	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_1_B2
GSM3672759	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_H3
GSM3672760	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_H1
GSM3672761	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_H6
GSM3672762	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_G9
GSM3672763	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_G6
GSM3672764	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E1_2_G4
GSM3672765	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_C1
GSM3672766	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_G2
GSM3672767	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_B12
GSM3672768	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_A5
GSM3672769	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_A1
GSM3672770	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_D5
GSM3672771	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_E2
GSM3672772	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_E5
GSM3672773	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_C8
GSM3672774	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_B1
GSM3672775	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_F6
GSM3672776	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E2_F1
GSM3672777	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_E9
GSM3672778	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_E11
GSM3672779	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_H12
GSM3672780	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_F9
GSM3672781	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_H3
GSM3672782	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_E3
GSM3672783	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_D11
GSM3672784	BDGP6.32	17-18_hpf	17-18		embryo17-18h_E3_H11
GSM3672785	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_1_A10
GSM3672786	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_1_D3
GSM3672787	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_F4
GSM3672788	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_G12
GSM3672789	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_H2
GSM3672790	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_E11
GSM3672791	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_F5
GSM3672792	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_F1
GSM3672793	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_F11
GSM3672794	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E1_2_F12
GSM3672795	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_F3
GSM3672796	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_A2
GSM3672797	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_F8
GSM3672798	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_H10
GSM3672799	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_G1
GSM3672800	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_F5
GSM3672801	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_G11
GSM3672802	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_E6
GSM3672803	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E2_C4
GSM3672804	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_B6
GSM3672805	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_G9
GSM3672806	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_B5
GSM3672807	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_B10
GSM3672808	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_E7
GSM3672809	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_A11
GSM3672810	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_E8
GSM3672811	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_E2
GSM3672812	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_E5
GSM3672813	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_D9
GSM3672814	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_A4
GSM3672815	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_D2
GSM3672816	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_B7
GSM3672817	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_C2
GSM3672818	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_G6
GSM3672819	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_G11
GSM3672820	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_E6
GSM3672821	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_H7
GSM3672822	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_C4
GSM3672823	BDGP6.32	20-21_hpf	20-21		embryo20-21h_E3_A3
GSM3672824	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E1_1_B3
GSM3672825	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E1_2_G3
GSM3672826	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E1_2_G2
GSM3672827	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E1_2_E3
GSM3672828	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_C9
GSM3672829	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_F4
GSM3672830	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_A12
GSM3672831	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_D3
GSM3672832	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_B5
GSM3672833	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_G7
GSM3672834	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_F9
GSM3672835	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_C5
GSM3672836	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_D12
GSM3672837	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_F7
GSM3672838	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_H3
GSM3672839	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_E8
GSM3672840	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_G12
GSM3672841	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_B11
GSM3672842	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_H6
GSM3672843	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_C2
GSM3672844	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_H5
GSM3672845	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_H4
GSM3672846	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_G3
GSM3672847	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_E3
GSM3672848	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_D11
GSM3672849	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E2_C11
GSM3672850	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_D10
GSM3672851	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_G5
GSM3672852	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_C6
GSM3672853	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_B12
GSM3672854	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_G8
GSM3672855	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_D12
GSM3672856	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_D8
GSM3672857	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_G1
GSM3672858	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_E10
GSM3672859	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_E1
GSM3672860	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_H6
GSM3672861	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_F6
GSM3672862	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_C12
GSM3672863	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_H8
GSM3672864	BDGP6.32	23-24_hpf	23-24		embryo23-24h_E3_C7
